"fc";"pval.fc.fdr"
"ENSG00000254510.2";-3.34;0.00184556367333131
"ENSG00000254560.6";1.51;0.00665809332185916
"ENSG00000255026.1";2.15;0.00869744911853911
"ENSG00000255050.1";1.79;0.00266702777660715
"ENSG00000255303.2";1.69;0.00751095472919597
"ENSG00000255366.1";-1.87;0.00433308356874106
"ENSG00000255408.4";-1.51;0.00752162174062686
"ENSG00000255624.3";2.28;2.31028433951771e-05
"ENSG00000255920.3";-1.54;0.00717721625014792
"ENSG00000256540.1";1.79;4.02105635667514e-06
"ENSG00000256663.1";1.73;0.000116399769135654
"ENSG00000257433.6";-1.58;0.00787255197070428
"ENSG00000258227.7";1.9;0.00225144463702694
"ENSG00000258441.1";-1.67;0.00440313432562029
"ENSG00000258484.4";-1.58;4.54579067252488e-05
"ENSG00000258754.8";-2.82;0.0074864415636295
"ENSG00000258987.2";-2.27;0.00575830835649217
"ENSG00000259291.2";-1.58;0.00477504971082071
"ENSG00000259330.3";-2.61;0.00914835173056689
"ENSG00000259439.2";4.48;0.00460540932858753
"ENSG00000259490.2";-3.28;0.00681783866532286
"ENSG00000259663.2";-2.18;0.00624246851931027
"ENSG00000259807.2";1.52;0.00080669014432495
"ENSG00000259969.1";-1.7;0.00339760890047586
"ENSG00000260197.1";-1.62;0.00497938248508911
"ENSG00000260230.5";-3.35;0.00542408163519342
"ENSG00000261123.1";1.51;0.00268372861281331
"ENSG00000261357.1";2.19;0.00188804509551414
"ENSG00000261373.1";1.85;0.00143599897014294
"ENSG00000261390.6";-1.55;0.000573721468643536
"ENSG00000262001.1";1.82;0.0037681474722204
"ENSG00000262097.2";-1.6;0.000355533062841591
"ENSG00000262152.7";1.55;0.00391675929378694
"ENSG00000262179.3";-2.06;0.00109337504310084
"ENSG00000262585.1";2.77;0.00261249194262384
"ENSG00000263155.6";-1.75;0.000173180379471518
"ENSG00000263325.1";1.91;0.00107378721759667
"ENSG00000263400.8";-1.71;0.00142672938514588
"ENSG00000263513.5";2.24;0.000276002138410599
"ENSG00000265369.3";-3.2;0.00758315239885867
"ENSG00000266835.6";1.71;0.000217757493960549
"ENSG00000267082.1";-1.96;0.00338314724065824
"ENSG00000267405.1";-1.85;0.00836268154270338
"ENSG00000267530.3";1.8;0.0061094981114521
"ENSG00000267640.6";-2.23;0.00123852058666163
"ENSG00000267751.5";1.66;0.000484175775281884
"ENSG00000267892.1";2.59;0.00562855348779423
"ENSG00000268388.6";-1.91;0.000818631987551691
"ENSG00000268505.1";-1.72;0.00637457644612734
"ENSG00000268555.2";-3.07;0.000253817218727571
"ENSG00000268756.1";2.57;0.00536784555697006
"ENSG00000268812.3";2.24;0.00312184889501233
"ENSG00000270547.6";2.38;0.00024006134075618
"ENSG00000270977.2";2.45;0.00141326084963445
"ENSG00000271013.1";2.19;0.00424524863055886
"ENSG00000271130.1";-2.65;0.00834132363564359
"ENSG00000271178.1";-2.38;0.00745979040252345
"ENSG00000271375.1";-2.49;0.00333895249552993
"ENSG00000271781.1";1.62;0.00207522504036242
"ENSG00000271936.1";1.57;4.45623850424495e-05
"ENSG00000272068.1";1.99;0.00189913786227113
"ENSG00000272143.1";-1.96;0.00169252617175756
"ENSG00000272205.1";1.58;0.000132767848074082
"ENSG00000272405.1";1.55;0.00443850611378965
"ENSG00000272463.1";-2.08;0.00536050950749643
"ENSG00000272631.1";-1.91;0.00942456475164322
"ENSG00000272711.1";1.77;0.000609325387005399
"ENSG00000272763.1";1.99;0.00027722164097379
"ENSG00000272870.3";-1.52;0.00368799408062055
"ENSG00000272944.1";-1.73;0.00816622836390671
"ENSG00000273199.1";-1.57;0.00102502896217038
"ENSG00000273733.1";-2.51;0.00311027310661559
"ENSG00000274641.2";1.6;0.00326545501368166
"ENSG00000274976.1";1.6;0.00289620275137031
"ENSG00000275325.4";-1.97;0.00183825898480899
"ENSG00000275437.1";1.57;0.00411016018674491
"ENSG00000276043.5";1.94;4.87352588929631e-05
"ENSG00000276141.4";-1.57;0.00632797418343025
"ENSG00000276386.1";-1.61;0.00764402081284585
"ENSG00000277632.2";1.73;0.00995837877636176
"ENSG00000277840.1";1.56;0.00720566361647171
"ENSG00000278023.7";1.64;0.000748751504949294
"ENSG00000278058.1";-1.51;0.00464757294665147
"ENSG00000278192.1";1.66;0.00726004282396865
"ENSG00000278266.1";2.09;0.00495002108297147
"ENSG00000278857.1";-2.68;0.00352473569257913
"ENSG00000278934.1";-2.15;0.00219328899843253
"ENSG00000279026.1";-1.55;0.00810614603322629
"ENSG00000280339.1";-1.5;0.00272087028621621
"ENSG00000281406.2";2.83;0.00727278046948312
"ENSG00000282556.3";-3.02;0.00445079276274785
"ENSG00000282840.1";-2.32;0.00795912877033138
"ENSG00000283288.1";-1.85;0.00777705264079328
"ENSG00000283633.1";-1.55;0.000854067936399097
"ENSG00000283906.1";-2.99;0.0048629721383222
"ENSG00000284543.1";2.39;0.00669679495677711
"ENSG00000284946.1";1.59;0.000309245918808186
"ENSG00000285278.1";1.93;4.57237557198865e-05
"ENSG00000285280.2";1.61;0.000588730374344413
"ENSG00000285857.1";1.52;0.00712432680535004
"ENSG00000286207.1";1.57;0.00235803829183567
"ENSG00000286449.1";-2.17;0.00904484071065681
"ENSG00000286705.1";-1.93;0.000222382094032878
"ENSG00000286848.1";-2.7;0.00227885141052776
"ENSG00000287059.1";-1.72;0.00138125711075096
"ENSG00000287115.1";-1.85;0.000113533242262976
"ENSG00000287271.1";-1.65;0.00355255715371793
"ENSG00000287620.1";-1.56;0.00177528672646205
"ENSG00000287721.1";1.67;0.00906806682004152
"ENSG00000287828.1";2.14;0.0092762658996462
"ENSG00000287837.1";1.5;0.000298126628270821
"ENSG00000287839.1";1.65;0.00270951941795916
